,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y,date
28,4,4,0,1,0,0,0,1,0,0.04799735187024164,0.02040816326530612,0.0,0,0,0,0.4301675977653631
29,3,7,0,1,0,0,0,1,0,0.023171135385633895,0.02040816326530612,0.0,0,0,0,0.3687150837988827
30,4,10,2,1,0,1,0,0,2,0.29559748427672955,0.02040816326530612,0.0,0,0,1,0.4748603351955307
31,1,5,0,1,0,0,0,0,0,0.025488248924197286,0.04081632653061224,0.0,0,0,0,0.35195530726256985
32,4,2,0,1,0,0,0,0,0,0.011916583912611719,0.0,0.0,0,0,0,0.11173184357541899
33,1,2,1,2,0,0,1,0,0,0.3157894736842105,0.10204081632653061,0.0,0,0,1,0.3547486033519553
34,3,5,0,2,0,0,0,0,0,0.11585567692816948,0.04081632653061224,0.0,0,0,1,0.39106145251396646
35,2,7,2,1,0,0,1,0,1,0.04832836809003641,0.0,0.0,0,0,0,0.6452513966480447
36,4,10,2,0,0,0,0,0,2,0.030784508440913606,0.0,0.0,0,0,1,0.19553072625698323
37,1,3,0,1,0,0,1,0,0,0.042370076133730554,0.0,0.0,0,0,1,0.13128491620111732
38,1,2,0,1,0,0,1,0,0,0.2519033432638199,0.0,0.393348623853211,2,1,1,0.6675977653631285
39,0,1,1,2,0,0,1,0,1,0.003972194637537239,0.3469387755102041,0.0,0,0,0,0.6005586592178771
40,2,2,1,2,0,2,1,0,1,0.20026481297583582,0.02040816326530612,0.11697247706422019,3,1,0,0.12290502793296089
41,2,2,1,2,0,0,0,0,0,0.033763654419066536,0.02040816326530612,0.0,0,0,0,0.39664804469273746
42,3,3,0,1,0,0,1,0,0,0.11949685534591195,0.0,0.0,0,0,0,0.6480446927374302
43,1,5,0,2,0,0,1,0,0,0.06653426017874876,0.04081632653061224,0.0,0,0,0,0.6480446927374302
44,1,5,1,2,0,0,1,0,0,0.0023171135385633896,0.061224489795918366,0.0,0,0,0,0.11173184357541899
45,1,2,1,2,0,0,1,0,1,0.033432638199271766,0.02040816326530612,0.0,0,0,0,0.664804469273743
46,3,3,0,0,0,0,0,0,2,0.018205892088712348,0.04081632653061224,0.006880733944954129,2,2,0,0.9273743016759777
47,1,3,0,0,0,0,1,0,1,0.13935782853359815,0.0,0.0,0,0,0,0.6256983240223464
48,1,6,1,0,1,0,1,1,0,0.066203243958954,0.0,0.0,0,0,0,0.9217877094972067
49,4,7,0,3,0,1,1,0,0,0.05858987090367428,0.0,0.10665137614678899,1,3,1,0.9441340782122905
50,2,3,2,0,0,0,0,0,1,0.3356504468718967,0.04081632653061224,0.0,0,0,1,0.5837988826815642
51,2,5,1,1,0,0,1,0,0,0.5746441575637207,0.02040816326530612,0.0,0,0,0,0.3715083798882682
52,2,5,1,1,0,0,0,0,0,0.031115524660708375,0.02040816326530612,0.0,0,0,0,0.3463687150837989
53,1,5,0,2,0,0,1,0,0,0.14465408805031446,0.0,0.06536697247706422,1,2,1,0.5558659217877095
54,3,3,0,1,0,0,1,0,0,0.08871234690499835,0.04081632653061224,0.0,0,0,0,0.4748603351955307
55,3,7,0,1,0,0,1,0,2,0.05130751406818934,0.02040816326530612,0.0,0,0,0,0.4720670391061452
56,4,2,0,1,0,0,0,1,2,0.045018205892088714,0.0,0.0,0,0,0,0.9217877094972067
57,1,4,1,2,0,0,0,0,0,0.09632571996027806,0.0,0.0,0,0,0,0.12290502793296089
58,2,10,1,1,0,0,1,1,1,0.10261502813637868,0.0,0.0,0,0,0,0.611731843575419
59,3,5,2,1,0,0,1,1,1,0.1903343263819927,0.0,0.0,0,0,0,0.6424581005586593
60,2,3,0,0,0,0,0,1,2,0.18205892088712347,0.04081632653061224,0.0,0,0,0,0.49162011173184356
61,4,10,0,1,0,0,1,0,0,0.1055941741145316,0.0,0.0,0,0,0,0.23743016759776536
62,3,2,0,2,0,1,0,0,0,0.0738166170142337,0.02040816326530612,0.0,0,0,0,0.39106145251396646
63,3,1,0,1,0,0,0,0,0,0.04303210857332009,0.02040816326530612,0.0,0,0,0,0.5027932960893855
64,4,7,0,1,0,2,0,0,0,0.07249255213505462,0.0,0.0,0,0,0,0.23743016759776536
65,3,3,2,1,0,0,1,0,0,0.04303210857332009,0.0,0.19610091743119265,5,1,0,0.6620111731843575
66,1,1,0,1,0,0,1,0,0,0.04998344918901026,0.0,0.0,0,0,0,0.9413407821229051
67,1,5,0,1,0,0,1,0,0,0.041708043694141016,0.061224489795918366,0.0,0,0,0,0.4553072625698324
68,2,2,0,1,0,0,0,1,0,0.20721615359152598,0.04081632653061224,0.0,0,0,0,0.49441340782122906
69,1,5,1,2,0,0,0,0,0,0.052962595167163194,0.02040816326530612,0.0,0,0,0,0.11731843575418995
70,2,2,0,2,0,0,0,0,0,0.08738828202581926,0.02040816326530612,0.2098623853211009,3,3,1,0.4692737430167598
71,2,6,2,2,1,0,1,0,1,0.1244620986428335,0.0,0.0,0,0,0,0.6703910614525139
72,1,2,1,2,0,1,1,0,1,0.04965243296921549,0.02040816326530612,0.0,0,0,0,0.659217877094972
73,2,1,0,2,0,0,1,0,1,0.04965243296921549,0.08163265306122448,0.0,0,0,0,0.5893854748603352
74,4,10,0,1,0,0,1,0,1,0.07183051969546508,0.0,0.0,0,0,0,0.6424581005586593
75,3,2,2,2,0,0,0,0,0,0.020854021847070508,0.02040816326530612,0.0,0,0,0,0.388268156424581
76,2,3,2,1,0,0,1,0,0,0.12015888778550149,0.02040816326530612,0.34174311926605505,1,2,0,0.6452513966480447
77,2,5,1,1,0,0,0,1,0,0.027474346242965905,0.10204081632653061,0.0,0,0,0,0.388268156424581
78,3,3,2,0,0,0,0,0,0,0.23071830519695466,0.0,0.0,0,0,0,0.9189944134078212
79,2,0,0,1,0,0,1,0,0,0.066203243958954,0.02040816326530612,0.22591743119266056,1,1,0,0.12290502793296089
80,1,7,2,1,0,0,1,0,0,0.21449851042701093,0.0,0.0,0,0,1,0.4692737430167598
81,4,10,0,0,0,0,0,0,0,0.019529956967891428,0.02040816326530612,0.0,0,0,0,0.3547486033519553
82,1,7,1,1,0,0,1,1,0,0.04832836809003641,0.0,0.0,0,0,0,0.6675977653631285
83,3,1,0,1,0,0,0,0,2,0.13042039059913935,0.02040816326530612,0.5286697247706422,2,1,1,0.49441340782122906
84,2,2,0,2,0,0,0,0,0,0.07282356835484939,0.0,0.0,0,0,1,0.5139664804469274
85,3,3,0,0,0,0,1,0,1,0.13306852035749753,0.02040816326530612,0.0,0,0,0,0.664804469273743
86,2,5,1,1,0,0,0,1,0,0.018536908308507117,0.061224489795918366,0.0,0,0,0,0.49441340782122906
87,1,3,1,0,0,0,1,0,1,0.17113538563389605,0.02040816326530612,0.0,0,0,0,0.6005586592178771
88,2,7,0,1,0,0,1,0,0,0.09102946044356174,0.0,0.0,0,0,0,0.7206703910614525
89,1,3,0,1,0,0,1,0,1,0.06587222773915923,0.02040816326530612,0.0,0,0,0,0.6284916201117319
90,2,3,0,0,0,0,0,0,0,0.06521019529956967,0.02040816326530612,0.0,0,0,0,0.12011173184357542
91,1,3,0,0,0,0,1,0,1,0.12181396888447533,0.04081632653061224,0.0,0,0,0,0.5418994413407822
92,1,1,1,1,0,0,1,0,0,0.12810327706057598,0.0,0.0,0,0,1,0.6340782122905028
93,1,2,1,2,0,0,0,0,0,0.05329361138695796,0.02040816326530612,0.0,0,0,0,0.388268156424581
94,4,3,0,1,0,2,0,0,0,0.07514068189341278,0.08163265306122448,0.0,0,0,0,0.39664804469273746
95,2,11,1,2,0,0,0,0,0,0.09500165508109898,0.02040816326530612,0.0,0,0,0,0.5111731843575419
96,2,7,0,2,0,1,1,0,1,0.04799735187024164,0.02040816326530612,0.0,0,0,0,0.6452513966480447
97,1,7,1,2,0,0,0,0,0,0.07580271433300231,0.0,0.15825688073394495,20,1,0,0.20391061452513967
98,2,3,2,1,0,0,0,0,0,0.1552466070837471,0.0,0.2098623853211009,1,3,0,0.8994413407821229
99,1,0,1,0,0,0,0,0,0,0.2423038728897716,0.0,0.0,0,0,1,0.9217877094972067
100,2,3,0,1,0,0,1,0,1,0.11022840119165839,0.0,0.0,0,0,0,0.6675977653631285
101,2,2,1,2,0,0,1,0,0,0.1817279046673287,0.0,0.42201834862385323,7,1,0,0.6536312849162011
102,3,5,0,1,0,1,0,0,2,0.11287653095001655,0.02040816326530612,0.0,0,0,0,0.11173184357541899
103,4,1,1,0,0,0,1,0,2,0.020191989407480966,0.02040816326530612,0.0,0,0,0,0.6480446927374302
104,1,2,1,1,0,0,0,0,1,0.0016550810989738498,0.0,0.0,0,0,0,0.39106145251396646
105,1,2,1,2,0,0,1,0,0,0.08440913604766634,0.02040816326530612,0.16743119266055045,3,1,0,0.729050279329609
106,2,3,0,1,0,0,1,1,1,0.12148295266468057,0.04081632653061224,0.0,0,0,0,0.5726256983240223
107,1,4,0,2,0,0,1,0,0,0.0913604766633565,0.02040816326530612,0.0,0,0,0,0.9245810055865922
108,4,0,0,0,0,0,0,0,0,0.07911287653095002,0.0,0.0,0,0,1,0.7094972067039106
109,1,9,0,0,0,0,1,0,0,0.14266799073154585,0.04081632653061224,0.0,0,0,0,0.44972067039106145
110,0,8,1,1,0,0,0,0,0,0.08407811982787157,0.10204081632653061,0.19495412844036697,3,3,1,0.5139664804469274
111,4,2,0,2,0,0,1,0,2,0.0009930486593843098,0.08163265306122448,0.0,0,0,0,0.4329608938547486
112,1,4,0,1,0,0,1,1,0,0.10360807679576299,0.08163265306122448,0.0,0,0,0,0.4720670391061452
113,1,3,1,1,0,0,0,0,0,0.023833167825223437,0.02040816326530612,0.23853211009174313,1,1,0,0.9357541899441341
114,0,8,1,1,0,0,0,0,2,0.05494869248593181,0.061224489795918366,0.0,0,0,1,0.3547486033519553
115,0,5,1,1,0,0,0,1,0,0.12644819596160212,0.02040816326530612,0.0,0,0,1,0.12290502793296089
116,1,1,0,1,0,0,1,0,0,0.026150281363786824,0.02040816326530612,0.0,0,0,0,0.6340782122905028
117,0,7,1,1,0,0,0,1,0,0.020191989407480966,0.0,0.0,0,0,0,0.3743016759776536
118,2,3,0,0,0,0,0,0,0,0.021516054286660046,0.0,0.0,0,0,0,0.39106145251396646
119,3,2,2,2,0,0,0,0,1,0.18536908308507116,0.02040816326530612,0.0,0,0,0,0.5502793296089385
120,1,7,2,1,0,0,1,0,0,0.19331347236014565,0.0,0.0,0,0,0,0.4553072625698324
121,2,3,0,0,0,0,0,0,0,0.036080767957629926,0.061224489795918366,0.0,0,0,0,0.3770949720670391
122,1,5,0,1,0,0,1,0,1,0.003972194637537239,0.0,0.0,0,0,0,0.6256983240223464
123,2,3,0,1,0,0,0,1,0,0.2565375703409467,0.02040816326530612,0.0,0,0,0,0.4720670391061452
124,3,2,1,2,1,0,1,0,0,0.09169149288315127,0.02040816326530612,0.30619266055045874,6,1,0,0.6536312849162011
125,1,4,1,2,0,0,0,0,0,0.6199933796756041,0.04081632653061224,0.0,0,0,1,0.3687150837988827
126,0,0,1,1,0,0,0,0,1,0.015557762330354188,0.0,0.0,0,0,0,0.2988826815642458
127,2,5,1,1,0,0,0,1,0,0.009268454154253558,0.04081632653061224,0.0,0,0,0,0.43575418994413406
128,1,3,1,1,0,0,0,0,2,0.05693478980470043,0.0,0.33142201834862384,3,1,0,0.9189944134078212
129,4,10,2,2,0,1,0,0,0,0.05196954650777888,0.0,0.0,0,0,1,0.729050279329609
130,2,3,0,0,0,0,1,0,0,0.0605759682224429,0.04081632653061224,0.0,0,0,0,0.12011173184357542
131,2,3,0,0,0,0,1,0,1,0.006620324395895399,0.0,0.0,0,0,0,0.611731843575419
132,2,3,0,3,1,0,1,0,1,0.020854021847070508,0.04081632653061224,0.0,0,0,0,0.6005586592178771
133,3,7,0,3,0,0,1,0,0,0.026812313803376366,0.0,0.1938073394495413,2,1,0,0.6620111731843575
134,1,5,1,1,0,0,1,0,1,0.10360807679576299,0.02040816326530612,0.0,0,0,0,0.659217877094972
135,1,2,1,2,0,0,0,0,0,0.07679576299238662,0.1836734693877551,0.0,0,0,0,0.34916201117318435
136,1,7,1,1,0,0,1,1,0,0.0165508109897385,0.0,0.3967889908256881,2,1,0,0.664804469273743
137,1,2,1,2,0,0,0,0,0,0.022178086726249588,0.0,0.0,0,0,0,0.9189944134078212
138,3,2,0,2,0,0,1,0,0,0.16054286660046344,0.0,0.0,0,0,1,0.9217877094972067
139,4,2,0,3,0,1,0,0,1,0.011585567692816948,0.02040816326530612,0.0,0,0,0,0.5446927374301676
140,1,2,2,2,0,0,0,0,0,0.066203243958954,0.02040816326530612,0.0,0,0,0,0.39385474860335196
141,1,2,1,2,0,0,1,0,0,0.14928831512744126,0.02040816326530612,0.0,0,0,0,0.45251396648044695
142,4,1,2,3,0,0,1,0,1,0.027143330023171135,0.0,0.0,0,0,0,0.6005586592178771
143,1,2,1,2,0,0,1,0,0,0.06156901688182721,0.02040816326530612,0.0,0,0,0,0.12011173184357542
144,2,7,0,1,0,0,1,1,1,0.0913604766633565,0.02040816326530612,0.0,0,0,0,0.6620111731843575
145,1,2,0,2,0,0,0,1,0,0.19331347236014565,0.02040816326530612,0.0,0,0,0,0.39664804469273746
146,4,10,0,0,0,0,0,1,1,0.013571665011585568,0.16326530612244897,0.0,0,0,0,0.5446927374301676
147,3,5,0,1,0,0,1,0,0,0.05428666004634227,0.08163265306122448,0.0,0,0,0,0.4553072625698324
148,3,7,0,1,0,0,1,0,0,0.06289308176100629,0.061224489795918366,0.5011467889908257,1,2,0,0.9385474860335196
149,2,5,1,3,0,0,1,0,1,0.03277060575968222,0.04081632653061224,0.0,0,0,0,0.6620111731843575
150,2,6,0,3,0,0,1,0,1,0.10890433631247931,0.02040816326530612,0.0,0,0,0,0.6675977653631285
151,2,2,1,2,0,0,1,1,0,0.03243958953988745,0.04081632653061224,0.0,0,0,0,0.4329608938547486
152,2,0,2,0,1,0,1,1,1,0.029129427341939754,0.0,0.0,0,0,0,0.5111731843575419
153,3,6,0,1,0,1,0,0,0,0.06918238993710692,0.02040816326530612,0.0,0,0,0,0.9162011173184358
154,2,5,0,1,0,0,0,0,1,0.09433962264150944,0.0,0.0,0,0,0,0.611731843575419
155,1,5,2,1,0,0,0,0,0,0.024164184045018206,0.02040816326530612,0.0,0,0,0,0.3659217877094972
156,3,7,0,1,0,0,0,0,0,0.10592519033432639,0.04081632653061224,0.10435779816513761,2,3,1,0.5949720670391061
157,3,5,0,1,0,0,1,0,0,0.026481297583581597,0.04081632653061224,0.21100917431192662,3,1,0,0.9385474860335196
158,1,4,1,1,0,0,0,0,0,0.05428666004634227,0.0,0.0,0,0,0,0.9385474860335196
159,1,5,0,1,0,0,1,0,0,0.1244620986428335,0.0,0.0,0,0,0,0.7206703910614525
160,1,3,0,2,0,0,0,0,1,0.0019860973187686196,0.0,0.0,0,0,0,0.24581005586592178
161,0,7,1,1,0,1,1,0,1,0.06454816285998013,0.02040816326530612,0.0,0,0,0,0.6061452513966481
162,2,7,1,1,0,0,0,1,1,0.010261502813637868,0.04081632653061224,0.0,0,0,0,0.659217877094972
163,2,1,0,1,0,0,1,1,1,0.025819265143992055,0.02040816326530612,0.0,0,0,0,0.611731843575419
164,1,2,1,2,0,0,0,0,0,0.2224428997020854,0.02040816326530612,0.16857798165137614,2,1,1,0.2011173184357542
165,1,7,1,1,0,0,1,0,1,0.14928831512744126,0.0,0.0,0,0,0,0.5893854748603352
166,4,9,0,1,0,0,0,0,2,0.025157232704402517,0.061224489795918366,0.0,0,0,0,0.8100558659217877
167,2,3,2,1,0,0,1,0,0,0.1804038397881496,0.02040816326530612,0.0,0,0,0,0.9385474860335196
168,3,5,0,2,0,0,0,0,1,0.04336312479311486,0.0,0.0,0,0,0,0.6675977653631285
169,1,3,1,1,0,0,1,1,0,0.13505461767626614,0.0,0.0,0,0,0,0.4860335195530726
170,2,5,0,1,0,0,0,0,1,0.03210857332009268,0.04081632653061224,0.0,0,0,0,0.5418994413407822
171,2,2,1,2,0,0,0,0,0,0.08242303872889771,0.02040816326530612,0.0,0,0,0,0.9413407821229051
172,2,7,1,1,0,0,1,1,0,0.08871234690499835,0.0,0.3853211009174312,4,2,0,0.7513966480446927
173,1,7,0,1,0,0,1,0,0,0.026481297583581597,0.0,0.0,0,0,0,0.4664804469273743
174,2,2,0,2,0,1,0,0,0,0.04336312479311486,0.02040816326530612,0.0,0,0,0,0.11452513966480447
175,2,7,0,1,0,0,1,1,0,0.05362462760675273,0.0,0.0,0,0,0,0.44972067039106145
176,2,7,0,1,0,1,1,1,0,0.004634227077126779,0.12244897959183673,0.0,0,0,0,0.4273743016759777
177,2,7,0,1,0,0,1,0,0,0.047335319430652105,0.02040816326530612,0.39908256880733944,1,1,0,0.6703910614525139
178,2,11,0,3,0,0,0,0,1,0.019529956967891428,0.0,0.0,0,0,0,0.5726256983240223
179,2,7,0,2,0,0,1,0,0,0.020191989407480966,0.02040816326530612,0.13761467889908258,1,1,0,0.12290502793296089
180,1,5,1,2,0,0,1,1,0,0.06289308176100629,0.02040816326530612,0.0,0,0,0,0.9273743016759777
181,1,1,1,1,0,0,0,1,0,0.10890433631247931,0.02040816326530612,0.0,0,0,0,0.48324022346368717
182,1,7,1,1,0,1,1,0,0,0.0033101621979476996,0.08163265306122448,0.0,0,0,0,0.6424581005586593
183,2,7,2,1,0,0,0,0,1,0.045018205892088714,0.0,0.0,0,0,0,0.5670391061452514
184,1,1,0,1,0,0,1,0,1,0.03475670307845084,0.04081632653061224,0.0,0,0,0,0.553072625698324
185,1,4,0,2,0,0,1,0,0,0.018867924528301886,0.02040816326530612,0.0,0,0,0,0.44972067039106145
186,1,7,0,2,0,0,1,0,2,0.1234690499834492,0.04081632653061224,0.009174311926605505,4,3,0,0.11731843575418995
187,2,1,1,1,0,0,1,0,0,0.030453492221118834,0.0,0.3119266055045872,2,2,0,0.9273743016759777
188,2,5,0,1,0,0,1,0,0,0.04899040052962595,0.02040816326530612,0.39908256880733944,1,1,0,0.6620111731843575
189,4,10,0,1,0,0,1,0,0,0.12512413108242304,0.02040816326530612,0.0,0,0,1,0.5558659217877095
190,3,3,0,0,0,0,1,1,2,0.030784508440913606,0.10204081632653061,0.0,0,0,0,0.44972067039106145
191,1,4,0,1,0,0,1,0,0,0.178417742469381,0.22448979591836735,0.0,0,0,0,0.4329608938547486
192,1,2,1,2,0,0,0,0,0,0.07811982787156571,0.02040816326530612,0.0,0,0,0,0.11452513966480447
193,2,1,0,1,0,0,0,0,1,0.014564713670969877,0.02040816326530612,0.0,0,0,0,0.5502793296089385
194,0,8,1,1,0,1,0,0,0,0.15458457464415756,0.02040816326530612,0.0,0,0,0,0.5837988826815642
195,4,10,2,1,0,0,1,0,0,0.11585567692816948,0.04081632653061224,0.0,0,0,0,0.4301675977653631
196,1,3,1,1,0,1,1,0,1,0.14266799073154585,0.02040816326530612,0.0,0,0,0,0.6005586592178771
197,2,1,0,1,0,0,0,1,0,0.04899040052962595,0.02040816326530612,0.0,0,0,0,0.11173184357541899
198,2,5,0,2,0,0,0,0,0,0.09301555776233035,0.0,0.0,0,0,0,0.7597765363128491
199,4,10,0,1,0,0,0,0,2,0.05991393578285336,0.0,0.20871559633027523,2,3,1,0.7262569832402235
200,1,5,1,2,0,0,1,0,0,0.09831181727904667,0.0,0.10206422018348624,2,3,0,0.6731843575418994
201,3,5,0,1,0,0,0,0,0,0.08904336312479312,0.02040816326530612,0.0,0,0,0,0.4106145251396648
202,1,5,1,2,0,0,1,0,0,0.25289639192320423,0.02040816326530612,0.1628440366972477,3,1,1,0.3743016759776536
203,2,2,2,2,0,0,1,0,0,0.44124462098642836,0.061224489795918366,0.14564220183486237,1,1,0,0.11731843575418995
204,1,3,1,2,0,0,0,0,2,0.1320754716981132,0.0,0.0,0,0,1,0.7094972067039106
205,2,5,1,2,0,0,1,0,0,0.044687189672293945,0.02040816326530612,0.0,0,0,0,0.12011173184357542
206,2,5,0,1,0,0,1,1,0,0.06355511420059583,0.0,0.0,0,0,0,0.4888268156424581
207,1,5,0,1,0,0,1,0,0,0.036742800397219465,0.0,0.07110091743119266,1,1,0,0.49162011173184356
208,2,1,1,1,0,0,1,0,0,0.018536908308507117,0.0,0.3119266055045872,1,1,0,0.9273743016759777
209,4,10,0,1,0,0,0,0,0,0.004303210857332009,0.2653061224489796,0.0,0,0,0,0.34916201117318435
210,2,5,1,1,0,1,1,0,0,0.04534922211188348,0.04081632653061224,0.0,0,0,0,0.39106145251396646
211,0,3,1,1,0,0,1,0,1,0.030122476001324065,0.04081632653061224,0.0,0,0,0,0.5335195530726257
212,2,5,0,2,0,0,1,0,0,0.0019860973187686196,0.02040816326530612,0.4288990825688073,1,2,0,0.6424581005586593
213,4,4,0,1,0,1,0,0,0,0.06421714664018537,0.0,0.0,0,0,0,0.11731843575418995
214,1,2,0,2,1,0,0,0,0,0.07149950347567031,0.061224489795918366,0.0,0,0,0,0.39385474860335196
215,2,2,0,2,0,0,1,0,0,0.21516054286660047,0.02040816326530612,0.0,0,0,1,0.41899441340782123
216,2,5,0,1,0,0,0,0,0,0.022178086726249588,0.02040816326530612,0.0,0,0,0,0.39664804469273746
217,1,3,0,1,0,0,1,0,0,0.08341608738828203,0.02040816326530612,0.4036697247706422,2,1,0,0.6480446927374302
218,3,3,0,0,0,0,1,1,2,0.2747434624296591,0.1836734693877551,0.0,0,0,0,0.4860335195530726
219,3,1,0,1,0,0,0,0,0,0.04865938430983118,0.04081632653061224,0.0,0,0,0,0.3687150837988827
220,3,10,0,2,0,0,1,0,0,0.005296259516716319,0.04081632653061224,0.0,0,0,0,0.4273743016759777
221,2,5,0,1,0,0,1,0,1,0.05759682224428997,0.08163265306122448,0.0,0,0,0,0.611731843575419
222,3,3,0,0,0,0,0,0,1,0.018205892088712348,0.02040816326530612,0.0,0,0,0,0.611731843575419
223,2,4,0,0,0,0,0,0,0,0.03541873551804038,0.12244897959183673,0.0,0,0,0,0.39106145251396646
224,3,2,0,0,0,0,1,0,0,0.06024495200264813,0.0,0.0,0,0,0,0.11452513966480447
225,1,1,1,1,0,0,1,0,1,0.0738166170142337,0.0,0.0,0,0,0,0.6675977653631285
226,1,5,0,1,0,0,0,0,0,0.0969877523998676,0.04081632653061224,0.0,0,0,0,0.6424581005586593
227,1,5,0,1,0,0,1,0,0,0.06818934127772261,0.0,0.2786697247706422,1,2,0,0.7122905027932961
228,2,3,0,0,0,0,1,0,0,0.0016550810989738498,0.0,0.0,0,0,0,0.6340782122905028
229,1,5,0,2,0,0,1,1,0,0.03574975173783516,0.0,0.07224770642201835,6,2,0,0.276536312849162
230,3,11,0,1,0,0,0,0,0,0.03574975173783516,0.10204081632653061,0.0,0,0,0,0.3575418994413408
231,2,6,0,2,0,0,0,0,1,0.07216153591525985,0.04081632653061224,0.0,0,0,0,0.5726256983240223
232,2,5,1,1,0,0,1,0,0,0.06322409798080106,0.04081632653061224,0.4036697247706422,10,1,0,0.6480446927374302
233,2,3,1,1,0,0,1,0,0,0.25289639192320423,0.02040816326530612,0.10550458715596331,5,3,0,0.441340782122905
234,1,8,1,1,0,0,0,0,0,0.039390930155577625,0.0,0.0,0,0,0,0.946927374301676
235,3,5,2,1,1,0,0,0,0,0.04667328699106256,0.04081632653061224,0.0,0,0,0,0.35195530726256985
236,1,3,0,1,0,0,1,0,0,0.039721946375372394,0.0,0.3543577981651376,2,2,0,0.7625698324022346
237,4,5,0,3,0,0,1,0,1,0.07017543859649122,0.04081632653061224,0.0,0,0,0,0.6703910614525139
238,4,9,0,0,0,1,0,0,1,0.021516054286660046,0.04081632653061224,0.0,0,0,0,0.5810055865921788
239,3,0,0,2,0,0,1,0,0,0.05428666004634227,0.061224489795918366,0.0,0,0,0,0.45251396648044695
240,1,7,1,1,0,0,1,0,0,0.1585567692816948,0.12244897959183673,0.0,0,0,0,0.45251396648044695
241,3,4,0,2,0,0,0,0,0,0.22707712677921219,0.04081632653061224,0.0,0,0,0,0.11731843575418995
242,2,2,0,2,0,0,0,0,0,0.04005296259516716,0.22448979591836735,0.0,0,0,0,0.34916201117318435
243,1,7,0,1,0,0,1,1,1,0.11254551473022179,0.02040816326530612,0.0,0,0,0,0.5865921787709497
244,3,3,0,1,0,0,1,0,1,0.2214498510427011,0.02040816326530612,0.0,0,0,0,0.6452513966480447
245,2,2,0,2,0,0,1,0,0,0.018536908308507117,0.0,0.28784403669724773,1,2,0,0.9413407821229051
246,2,2,0,1,0,0,1,0,1,0.0804369414101291,0.02040816326530612,0.0,0,0,0,0.6508379888268156
